,class,tweetid,unprocessed_text
59,m,1198290842122964993,_U just jerking your chain buddy. pop two xanax and call me in the morning.
11061,a,1201953639805399050,sats are coming up which means adderall 👏
3018,a,1199590656320135169,_U _U _U i wish i had adderall bc i have zero pages of this paper done after idk... 7 hours?
2575,u,1199491952166756353,Lyrica... SHUT...THE...FUCK...UP
706,u,1198706842135879682,lyrica look like kk sister from #lhhatl and pam look like momma braxton ratchet sister #bfv lol  #lhhh _U yeah or naw? lol
2363,c,1199262119591632896,quetiapine really takes it out of you.
414,m,1198461977024172032,_U Just the second episode and my nerves lawd...I'll thake a side of Xanax with my salad😐
9725,m,1201517917273231361,Have an imaginary friend?You probably have PTSD.This causes masturbation.Try Abilify
9495,m,1201459113236008961,peal off like a bandit yeahhh im knoddin off off the xanax
8683,m,1201165033008508928,when ur mom gives ur dog xanax cuz he's scared of the storm so naturally now i'm afraid of storms 😅
3942,m,1199819954234839040,bit i'm too damn sweet for my own good so i started telling you to take saphris to stop both our pain you  fake snakes
3165,a,1199615390516531200,"diazepam, codeine and coffee can only mean one thing - exam week at university 🤣"
9352,a,1201431261836918784,"By the end of the day I will have 30 #tempazapam, 30 #valium, 40 #Xanax and 6 Es. Oh, and some #hash.  Strictly no alcohol.  One way to get over suicidal ideation."
12914,m,1202453828458692608,_U I'll have to google Zyprexa. Thanks!
3413,c,1199666750268334081,xanax be the only thing keeping me from killing half of these niggas 😳
11615,m,1202104158628851712,Everyone watch Take Your Pills on Netflix !!! It’s so good.. didn’t realize how many ppl abuse adderall
5157,c,1200281450538557441,read the leaflet with my aripiprazole and it says that fluoxetine increases of aripiprazole in your system. how did the doctor not know??
6700,c,1200693422396452864,"Out is storm and very windy with rain.... I do not know why I have anxiety... bad anxiety.. I have heart beating and headache.. I took 2mg Lorazepam.. I think something bad wants happen, but I don't know why doesn't happen?"
3716,c,1199779362389872642,"All the boys out and I’m in the gaf double dropping Valium trying to deal with anxiety, some buzz"
9898,c,1201678469727424517,Home is where my Valium is
10158,u,1201739887373955072,"lyrica anderson, ""hello"" is what i prefer. no mushy, lovey dubby crap. #hello #lyricaanderson #byefelicia #hellomylove #yee"
4480,c,1199972804952760320,i feel like the adderall wore off when i get in the shower maybe i'm tripping but i need a 5 hour energy
3830,m,1199799781566173185,_U Not when you’re prescribed Valium.
9948,u,1201692609057640448,ariela barer and lyrica okano are girlfriends js
432,m,1198463556079013888,"xanax when not abused and used as prescribed honestly works wonders man, y'all are just stupid as fuck"
2945,m,1199565782969126912,_U let’s ask your adderall
3316,a,1199648135213199361,"_U _U Needed Valium as well as strongbow half time, terrible first half!! 👊 Fans booing them off must have sparked life. We said same thing today, same old, very sad. See you at Derby Wednesday, glutton for punishment me 😃 xx"
6610,a,1200671175195664386,two red bulls and an adderall later and I could still take a nap wtf
1799,c,1199144613552050176,quit xanax cold turkey three months ago and still haven’t touched it 🤘🏻🤘🏻🤘🏻
4534,m,1199986740909490177,stop taking xanax and pills in general please.
9105,c,1201376270296240128,adderall you save me
1769,a,1199141556642623489,"i got xanax and weed, night gon be smooth"
6590,c,1200660403728060416,"_U night nurses have often been interesting characters. When I was in Derby Royal for my appendectomy, I hallucinated mine was a 6ft tall cockroach. Morphine or not, it turned out to be close to the truth."
6726,m,1200695738927403008,_U _U _U _U he died from fentanyl not xanax. and he didn't know it was fentanyl
12274,a,1202254969732304896,just popped 4 adderall 5 klonapin and 12 norcos and smoked a gram of kush............ hey im prescirbed
2091,m,1199201079877099520,"_U Amazinggg! I was prescribed some for my flight cause I can’t have Valium, are they actually likely to help at all?"
11380,a,1202049817779867648,found a xanax on the floor at work.
12389,a,1202287401131020288,"my body runs on a complex mixture of caffeine, cold medicine, adderall and alcohol throughout the course of the week"
5248,c,1200311622146891776,beer has stopped tasting good. i blame generic adderall
9122,m,1201378116809170945,"i refuse to take the oxycodone for my pain,  but i'm hurting alot..i can barely move."
12495,m,1202307153329086465,Now we know the shooter was taking a known drug to cause aggression Valium _U  _U  _U
10923,c,1201926482853072896,my wish to sleep will be granted by quetiapine. in half an hour. this'll take a while.
21,c,1198510595575894017,_U _U Ironically lorazepam worked great for me for temporary relief from anxiety attacks. Tried not to think about how it was the pill I tried to OD on in my suicide attempt.
4823,m,1200117010052591618,"spyro- especially the stone dragons that hatch, swatches, fluffy cats with very soft paws (like mine, her name is sketch), XANAX"
655,m,1198671780489105409,_U when _U gets home run his bath & give him a duckie & after some milk and valium call his mommy
8309,m,1201084217003778049,"I think this bitch really just pretended to give me my morphine shot... no fucking joke.  Like she rushed through the initial flush, said we were gonna do the morphine super slow (its only 2 fuckin mg, how can you do that slowww??) Had her hand over the whole syringe and I dont"
7143,a,1200794054105214977,i took too much adderall and im really sweaty but my house is spotless (u win some u lose some)
8398,a,1201101031872053248,almost forgot that i obtained an entire adderall script in detroit. blessed.
5039,m,1200259248179089409,"I say to that, Cannabis is NOT EVEN AN AGGRESSIVE SOLUTION! You are doing the bidding of corporations who don't care if their ""CUSTOMERS"" live a miserable life addicted to opioids OR DIE! The solutions ""THEY"" are pushing is Narcan, Methadone, Busting Doctors and Criminalizing"
8563,m,1201139862377762817,"I love my cousins but I need a nap, a Xanax, and a bottle of tequila to remove all the stress talking about my family puts on my body"
5435,m,1200373084605292544,things people learned while on adderall who didnt need the drug to concentrate were essentially high on speed and it doesnt allow the long-term memory to hold or even capture any of the information
4003,a,1199834828822192128,will trade a motive for valium
12335,m,1202277676184158209,_U Post Malone does not count as Xanax Twitter. Pastel shorts twitter at best
5613,m,1200416614434443265,“_U: the other sharks need to take a chill pill. i believe in this kid. #sharktank” i agree adderall runs rampant at colleges
7369,c,1200859664713420801,"Xanax, weighted blanket, and a new Dateline on Charles Manson. #anxietydatenight"
8776,c,1201188018482294784,this adderall had the opposite effect. whoops. we're screwed
3132,a,1199611504120782849,i will so a whole entire book of math problems & enjoy doing it off a vyvanse 💊
630,a,1198654753401643008,I'm smoking xanax today for the first time 1 prayer fir my wretched soul please
2464,m,1199281213535662080,_U Morphine and metaclopramide
1424,c,1199079895768485888,the amount of food i eat when i don't take my adderall is unreal haha
6301,m,1200580958472278016,Just like nicotine heroin morphine Suddenly I’m a fiend and you’re all I need 🎶🎶❤ insuperable
9510,u,1201469061957373957,"_U i love you lyrica , your such a sweet lady & you and your hubby's relationship is so cute ❤️ #goals"
4780,m,1200089788751237120,_U gabapentin?  how about cbd and thc oil from cannabis? works with your dogs ECS.  i literally saved my dog from lyme dis-ease with it.  he is also a long back dog. gabapentin!  sweet fck mr. callen!
3456,m,1199725634353844225,_U lets just take a bunch of adderall
1672,m,1199122241964953601,_U This cheerleader needs a Valium and a lie down!!
2152,c,1199222173468102656,Ok. Tramadol and hopefully will be able to ignore the anaemic whooshing in my ears so I can sleep. Night!
8547,m,1201138242638270464,might need adderall for that weekend haha
12382,m,1202286685360406529,_U provigil is also used by college students off label. helps to study and stay up. in many cases has replaced adderall
2645,c,1199507477437571073,"Blue cross blue shield of Rhode Island one the worst insurance company ever.Taking diabetes med Lyrica for years with my old insurance & now with more monthly cost out of pocket,BCBS RI keeps denying meds they suggested alternative generic brands & denied that too terrible insurn"
4604,c,1200002447936229376,adderall keeps me up all night for the right reasons
4366,m,1199952670074769408,_U Isn’t this the way it is for most physicians in Indiana?  They prescribe Xanax like it’s candy in that state.
11930,c,1202184038540292097,"hmmm, it appears i may have lost half a top molar. i really don't like dentists. valium will be required."
826,m,1198811536166473734,cody said he has adhd but doesn't take adderall cause he loves food too much wtf lol
5294,m,1218821157354426368,cont'd...uds +for amphetamines. turns out pharmacy dispensed adderall instead of xanax. not really serotonin syndrome! take home message...
13137,m,1202503774562066432,Like damn that dude Patrick is the poster child on why you shouldn't abuse Xanax meth and alcohol.
1696,m,1199124944493457408,_U adderall is just boneless speed
3310,c,1199647499834802177,ngl gabapentin got me fucked up rn
179,c,1198301315639775233,"I don’t really know tbh. They gave me a second shot (2 grains) of morphine and then about 15 min later I was shuffling off home. Assume it was to their liking if they let me go, I didn’t really look after my report here."
9126,c,1201378586793566215,ativan really made me forget an entire episode of my life... again
5489,m,1200382714614034434,"Las Vegas shooter on Valium!! I knew it,  all shootings = opioid abuse!! Stop big pharma and the doctors!!"
8934,m,1201336426497003520,_U _U As long as we are talking HepC I think it germane to add that I know exactly when and where I contracted. After sitting for 48 hours in a crisis center waiting for treatment w/o so much as a single Ativan the whole time. Walked the fuck out & you can use your imagination
285,m,1198310508023205890,some lady on the plane gave me a matcha green tea sample I stg there was adderall in it
5715,m,1200436584576901120,courtcorner: a ballymena dad has to do 150 hours community service for having diazepam with intent to supply.
5415,c,1200370924618469378,_U I've had this sxs too for 3 years and 4 months now when a cold turkey of klonopin was done 2 me by my doc. 👹
288,a,1198310708146057216,_U on lsd and a whole lotta adderall
5402,c,1200369698589859840,if the nurses say i can't have any more morphine i'm gonna knock a bitch out
3528,m,1199742181373857792,Siri.....adderall near me
348,m,1198455960387366912,"_U hydrocephalus.  We were considering home hospice but, after a discussion with the doctor, decided to raise his morphine level (very low originally because the liver involvement kept him for metabolizing it properly) and he passed quietly within 24 hours.  It's scary 2/"
7783,c,1200951041585504256,"seroquel is the only pill i can take that is 100% non-negotiable, puts me in a coma, i can't fight sleep, like fucking general anesthesia."
5609,c,1200416128134270977,can finally handle these morphine injections
12142,c,1202227934158884864,_U Diazepam all the way! I got it prescribed by my doctor for a flight in July.
3004,m,1199589237294809089,my dawg luca is right. all u goofy xanax kpin roxy oxy face ass niggas woulda been dabbling in heron if this was 1990 ol foofoo asses
12367,m,1202281015651315712,wooooowwwww you take xanax you're bad af as fuck
12046,a,1202204668971143170,found a pill under my bed. i hope it was xanax
3520,m,1199741241161867264,If you’re addicted to Xanax PLEASE message me
13158,m,1202506106855215104,_U Yes! ER should have access to suboxone and be able to do induction! Amazing study and results here
1313,m,1199060068098027520,_U hahahahha second taxi driver we've had is on valium a hink 😂
4371,m,1199953215317520384,_U i know he was arrested in april for selling oxycodone
4880,m,1200130105697341440,_U saying I need a Xanax?
6412,c,1200613392379080704,now typically this wouldn't be a problem.. but i tend to get either super opinionated on oxycodone or i become fucking ghandi..
1833,m,1199156702106542085,laine put 50 mg xanax powder in his teachers drink and accidentally murdered her
7266,c,1200819165734621190,"i am living proof that adderall does not, in fact, make you lose your appetite"
3563,m,1199745974601736194,_U _U Indeed and TERRIFYING! Same doctor who told me that taking up to 8mgs of Klonopin a day was perfectly safe!!! 😡
945,c,1198894787044237312,These oxycodone  meds be puttin me down..😫like they sneak up on me and I start to get reallllll drowsy
11106,m,1201966726948249600,"_U _U First-line therapy for psychosis or depression in the elderly is risperidone, which causes significant dry mouth."
3286,c,1199636887205531648,gonna take my adderall today and knock out all my homework 😅
1427,m,1199080255186714625,_U tRump nation has evolved into a hatred state. Empowering racists with a large dose of stupid. I suggest a steady diet of valium for these red hat wearing #MAGA disillusioned tRump lovers.  Or free lobotomies with a tRump bobble-head as a parting gift.
12656,m,1202345051214565376,_U _U Not only in older patients  In Chile Lissette Villa Poblete died Ventricular Arrytmia caused for Olanzapine long-term use
4802,m,1218820041929564160,@bobshankar prozac or xanax? never heard of prozac over dose
6163,m,1200545090260869120,"_U Well, we just need to educate Patapaa on some things. Not everything is about money. Campaign against tramadol that could save many lives too you want money. ??? Ah Patapiizy come again"
11995,c,1202190693038460929,I could definitely go for some morphine rn my whole damn body is bruised 😂
4734,m,1200024356673466369,"Watched #TakeYourPills on Netflix. Just learned so many students, bankers, athletes take Adderall. Shocking actually. Taking pills cause you aren't good, smart enough must suck."
1300,m,1199058849438810112,_U just slip it alittle valium
8203,a,1201059688114249728,adderall and weed.  all a nigga needs.
9572,m,1201480127378575360,_U _U lol take a fuckin klonopin and chill the fuck out
8429,c,1201113014251991040,_U vyvanse really got the best of me😅
10441,m,1201812014487801856,“_U: adderall for all” 👀
4056,a,1199840574750244864,my bad i'm wild drunk and on adderall and i'm mad handsome
1959,m,1199178818470268929,So ummm how come yall will slam a bottle of fireball and pop xanax but when I got bones that r somewhat visible now u worried about health?
3432,u,1199723174210023424,"_U Morphine brought me to tears, congrats on the new album- I love it! 😍"
7544,m,1200899615266148352,samantha just try to tell me to adderall is cocaine.
10185,m,1201742868202893312,I'm not a believer in purgatory - and pretty sure that if it exists you'll find some formerly alive and wealthy people from a certain company (not)#chillin there... #PurdueOpioid #seenoevil #OxyContin #epidemic
5309,m,1200341055566209024,_U banned in 2010 for oxycodone use. blamed it on her coach supplying a painkiller. flimsy excuse from a sordid sprint team.
10601,m,1201850594111246338,complaining to luke about trouble focusing and instead of suggesting adderall or something normal he suggests a small floating robot to help
7425,m,1200877948242399238,"Long story short, it ended with her telling me pop a Xanax before my flight Lmfaooo wow"
11570,u,1202090836651065350,_U you should not be tweeting ttc lyrica
12621,c,1202341523360231426,"Just been doctors, them and the ' Adult Locality Team' ( who ever they are) have increased my Quetiapine from 25mg day to 100mg a day. Thoughts: I really am a nutter😂"
468,m,1198466812314374144,how is adderall considered a ped in the nfl but not on college campuses?
12769,m,1202376958262304770,_U can you guys give dom a xanax before each show? he can present then!
3533,m,1199742560144646150,This xanax head mf stole over $800 from my girlfriend and continues to come near her apartment so please let a brotha know
7882,m,1200982516473192454,_U _U lol personal experience man. i watched not cancer but morphine (& other narcotics) rip my grandmothers life away.
1182,u,1199029525889335296,Love Lyrica but that color NO!😩 #LHHH
11074,m,1201955110001291264,"dozens arrested in sweep of oxycodone and heroin trafficking ring operating out public places including west nyack, ny, mall _U"
1058,m,1199008029787770880,Have an extra toe?Yes?You suffer from Alcohol addiction.This causes mental misplacement.Try Abilify
4761,a,1200027197559463936,vyvanse had me pack everything in my apartment in 3 hours. now what? beer.
9627,c,1201494674344759298,"_U wow, thanks for this! As somebody who used to cry during typical gyno appointments...pretty sure if I ever need one, I'll definitely be requesting the Valium!"
12996,m,1202467670291075072,shorty ate a moth and popped a xanax wtf 😂
597,m,1198477860274618369,"_U The answer is insecurity, mental illness, jealousy, beta male syndrome, sometimes it’s meth or Xanax too"
678,c,1198687900831014918,I have the wierdest dreams when i mix my xanax with gapapentin. But I also made the best beat ever.
398,c,1198460437425205248,They were about to put me on gabapentin but actually gabapentin is better for women than lyrica. Because its used to also help with hot flashes and stuff which men usually don't have to deal with.
7878,m,1200982046560194560,someone in work asked me for methadone fags and i was like um you mean menthol 😂😂
10910,c,1201925012363583488,_U xanax is still my fav
7335,m,1200835176001134593,Methadone ain't gonna help if you are taking it and still doing the other drugs the methadone is supposed to be helping with. Doh! #LivePD
7322,m,1200833639841447938,that's a xanax if you don't understand me
656,m,1198672181955350528,I don't know when people will comprehend that I do not care if they're mad at me.  I'm not bothered that you're offended.  Go get a hug and a Valium.
512,u,1198470658528858112,_U LITERALLY ME TOO LIKE I THAT IS MY FAVORITE SONG OFF THE ALBUM AND LIKE TAHTS MY FAVORITE LYRICA I JUST CANT
12147,m,1202228563686174721,"_U Some nursing homes use neurontin, generic gabapentin, to keep the noisy patients quiet."
10444,m,1201812264828973056,_U mom says morphine works well on him (but makes him really loopy)
7037,c,1200769813364322305,_U I might have shed a tear or two! But I blame the morphine 😂
11711,c,1202127505802567680,Dinner and a movie and a bit of morphine on the side #shortlandstreet
3475,a,1199727882651787264,xanax and weed for breakfast.
1395,c,1199068532862001153,my eyes r bugging out when i look at my phone screen. thanks gabapentin
9549,m,1201477791407063040,_U _U _U _U _U _U twitter is my methadone
2734,a,1199525882869747712,can someone give me adderall if i do brodinski so i could drive back to melbourne that night
3375,c,1199654246116986880,I am having the worst hot tub night of my life and _U is just laughing and help someone bring me like 20 xanax.
3640,c,1199762307842228224,i'm on 50 mg xanax that's 25 bars hoe
12551,m,1202325943584468992,_U seroquel for them to calm down my goodness!!!!! mga behaviolar yan they need to be isolated!
9802,m,1201534654312013824,"Will dropping coverage for OxyContin help fight addiction? To vote, reply with: ""Yes"" or ""No"" [6/6]"
4494,m,1199974101487628289,"_U _U _U A neurologist told me the same—no treatment. She said, “so why bother knowing?” Bc it makes me appear less CRAZY to docs! But, a rheumatologist (nicest doc I have) said he gives Gabapentin for sfpn."
1585,m,1199104930482704385,there is not enough xanax in the world to get me through this weekend
2287,c,1199245305511915520,honestly i hope my xanax and sleeping pills kick in & maybe i won't wake up tomorrow i'm such a fuck up
5603,m,1200415416704782339,boi dropped his adderall
2389,m,1199265075107946496,_U _U 'Cause I just can't get you outta my he'  Yeah ok. Valium!   #stan
12024,m,1202202149972840450,_U Shall we kill the executives at Purdue Pharma who pushed oxycontin down the doctors' throats? They are drug dealers too. _U _U
8561,c,1201139683838873606,this adderall got me ready as fuck for first day lolol
11947,u,1202185799254659072,Moniece didn't have nun to say tho ... 😂 Nahh you said you was gone beat Lyrica ass .. 🤷🏽‍♀️😭up there tryna explain #lhhhollywood
4541,m,1199987633155391490,"You can OD on fuckin' Xanax??? But yeah, Jefferson Beauregard Sessiions the Turd,, fight to keep marijuana illegal."
294,m,1198311142634016770,_U it's laughter or a xanax smoothie...or maybe a box of wine😜😜😜
9090,a,1201366026534969344,Anxious from all the Adderall.
4248,m,1199931860572426241,_U Valium and Prednisone. Interesting combination. What are you taking medication for?
12263,m,1202253984054022150,"_U That’s the exact opposite of the truth. It began with whites in Appalachia in late 90s when Purdue Pharma came in and pushed their new “non-addictive” brand of oxycodone, OxyContin, as treatment for the chronic pain of coal miners and others in rural E. KY & WV."
4379,m,1199953998960312320,Morphine shots plit
3850,m,1199802145022861318,"Laughter is the best medicine, until you are on morphine"
247,c,1198307404435337216,Been taking Gabapentine for two weeks only to find out I'm allergic to it..
2465,c,1199281273153433602,I hateeeeeeeee Adderall. I hate it hate it hate it hate it. But Vyvanse costs $300 a month WITH insurance 😭
3946,a,1199820507778101250,i took adderall today which i regret cause i have absolutely nothing to do 😞
4556,m,1199989111261671426,every dude who listens to Lil Peep would practically kill their mom for a stash of xanax
9831,m,1201649831174983685,"_U _U Take your Xanax and what other meds you require for you MPD, and other unstable mental health issues. I would let you clean my cats litter box."
4027,c,1199837477026041857,got diagnosed with cool guy syndrome.... now i take ADDERALL haha
6546,m,1200655494899290112,why are people taking oxycodone & percocet for leisure? do y'all not care about y'all lives?
8612,m,1201157908186247170,_U Hydrocodone?  Where!?
2449,m,1199279767796756480,bridge just said that you take xanax to help you study... no sweetie that's adderal
4495,m,1199974165509496834,"_U It's very effective when you *need* it. But just like xanax, Valium etc...it is NOT a recreational drug."
5481,c,1200381921907396608,_U _U I just had my dosis of Klonopin after leaving the theater. That’s all. 🤭🤫
7120,m,1200791499849506816,don't it always seem to go that you jet fuel you should be xanax rainer werner fassbinder can't get you off my mind.
1595,m,1199105984804917248,ALL I NEEDS TO TAKE IS HIS ID AND I AM GOING TO TELL HIGHLIGHT PARK DRS THAT HE NEEDS AN EMERGENCY APPOINTMENT HIS WEIGHT HAS DROPPED HE HAS BEEN DE REGISTERED FOR A YEAR AND HE NEEDS SOME PSYCH DRUGS LIKE LORAZEPAM / OLANZAPINE OR SOMETHING SIMILAR BACK
11179,a,1201978642533953541,My nana just gave me two tramadol for a headache. Not fkin about are u Nan?
12270,c,1202254516634181634,_U _U I have spinal stenosis and was taking Vicodin off and on but I hate the side effects and honestly it was too strong. And I can’t take NSAIDs because they spike my blood pressure. Tramadol is a great alternative for minor pain.
4187,a,1199912906361577473,how much adderall can i be on max for face to face mtng with the gsi who already hates me
1518,c,1199097781077581829,Ok update my procedure is over im home resting but i took a couple of pics so yall could see i was in good spirits and on valium oh they call that my party hat
4142,u,1199908194186870785,"When you have rappers with names like lil’xanax and lil’yachty, you know it’s time to move on from hiphop..."
12925,c,1202454938447687680,oh yeah i forgot xanax makes me feel normal! hahaha!!!
6101,c,1200538584043999242,it's taking me so much to keep my mouth shut lately i need a goddamn xanax that's when you know it's b a d
7525,a,1200897504486797312,"3 energy drinks 2 adderall & eminem's music  = 1 overly, aggressive morgan 💂🏼👸🏽  #blameitonthed #thedisfordetroit #detroitchangedme &lt;😂"
12591,m,1202330009085628419,owning morphine dispensers at special hospital view absolute interest ourselves a great deal: enaxqy
10915,c,1201925550526341122,_U Whether u need help or not see a psychiatrist & ask about seroquel. It will give u the best sleep u've had in years.
4982,m,1200171350910001153,_U kids this is what adderall does to you
1211,m,1199040706402308096,ATE PABILI NG TATLONG BANIG NG ADDERALL
5597,c,1200406350783827970,"girl i take xanax till i ask you, what you doing here ??"
8107,c,1201036539184197632,"So, side effect of surgery, GA, and my general inability rn to be in control of WTF is going on is I am Very Irate.  Therefore the next human to casually act as if I'm on waking great doses of morphine for recreational purposes, will find my rage thrown in their general direction"
5987,m,1200505230812692481,_U _U It's the adderall he takes.
5606,m,1200415864836829200,i remembered this man used to come to the pharmacy every week to get his oxycodone filled.your not in pain! who is writing your scripts?
9825,c,1201649233406898177,fuck boys the adderall isn't working
11561,m,1202089883671683072,"""_U: adderall is da bae 💓"""
10278,m,1201765620137619456,_U current system isn't fit4 purpose. wife struggled 2breathe4 5 hrs before dying. no dignity. small doses morphine no good😞
7228,m,1200811063379398658,_U #tramadol is best cure for #ChronicPain . Visit: https://t.co/rGq128eQtt a complete tramadol and pain related blog
6196,m,1200552701957988352,#VitalHospice nurse Charlotte was constantly telling family members to give more morphine (opiod) to the patient to make her comfortable even though there wasn't more pain. The pushing of opiods by hospice nurses to kill off a patient quickly is #StateSanctionedMurder in LA
4041,a,1199838901575266304,i would like some xanax ☹
12044,m,1202204482748211200,_U Tramadol should do it for you.
6120,m,1200540482910248968,_U should phys be held criminally responsible for prescribing risperidone 2 dementia patients in our ltc homes _U #care
12619,c,1202341303171911681,couldn't be more excited for this oxycodone tbh
12410,m,1202298018847961094,chemist warehouse is outta all their valium brands. really captures the mental health of this city
3112,a,1199609398206828544,Took a vyvanse and adderall and I feel gorgeous omg I’m going to start taking them daily to enhance my performance manic hafsy about to jump out
3639,m,1199762159783292928,when you actually need a xanax because of your shitty wedding mani. just give me back my bare nails..
9196,c,1201385913324048384,"AM report: elburn work house-bound. staple pulling took a serious toll on elbows. eyes musty w/ drywall.  RX: adderral, baclofen, dilaudid"
242,m,1198306929749168129,forget netflix and chill!   we are in college people.  adderall and study?
13100,c,1202495595908419584,_U _U Fine! It ALLEGEDLY bit me!! I can neither deny or confirm this as morphine runs strong. I am not of sound mind!
593,m,1198477466874060800,"_U oshawa has its own weather systems, separate from the entire world. only two forecasts: tornado or oxycontin"
6712,a,1200694566892003333,but is it too soon to bitch that darcy has now done way more morphine than me in less time? thay heaux got 4gs/hour up until like 6pm today
4889,a,1200130957757599745,tonight is the night of popping xanax like tic tacs. don't @ me
10501,m,1201827274724691968,_U Methadone was involved in 25-30% of OD deaths the last several years consistently because of its long half life. Methadone causes death via respiratory depression at therapeutic doses. Why are you promoting this drug? There are better SAFER opiods approved for pain.
2962,m,1199567536649592832,"_U People on methadone have had babies for years. It may not be ‘ideal’, however, its generally safe, controlled and well managed. It was unfair for them to ‘lump’ this into their kōrero to bump the numbers up. Totally different situation...."
10196,m,1201744092046254081,opioids like oxycodone and her lips
4491,m,1199973872193409024,Chick fil a workers on adderall I swear there’s no way yall that happy
6435,m,1200615907208249352,hey aaron carter xanax is not prescribed for high blood pressure...🙄
10587,a,1201840776830996480,vyvanse and pre workout got me feelin some type of way 😅 #crackedout
12172,m,1202231282861793281,"if you ever leave me, baby, leave some morphine at my doo"
12778,c,1202377844149673985,back when i was on adderall i was reading the entire game console pamphlets before setting it up....
5439,m,1200377820062633985,so in my first hour at work i got punched in the head and a mouth full of morphine spit in my face  #imnotevensupposedtoworktoday
9177,u,1201384040860925954,so many uan lyrica on my tl
5285,m,1200320550104707072,junctions details morphine azimuths grinder bands deaths division bed checkout @ 08:49 2018-05-10 08:49:06 is the twitter account time.
7749,m,1200947229684649984,_U _U _U Time for her gun powder margaritas chaser and probably valium
5898,a,1200487686685020166,should i pop more xanax later?
2027,c,1199194388376825857,"more klonopin induced tweets, an example of how i use the term sjw: someone who claims to support sex workers, but do not buy our content."
1970,c,1199180013561626626,_U My issue isn’t related to just sleep - it’s a long story. But yes. I’ve tried everything. The only thing that works is Diazepam but obviously it’s more addictive than heroin so they chop and change my medication monthly and it’s hell.
5941,m,1200500266337996800,DATE UNO XANAX A CECILIA #GFVIP
11030,m,1201950388347428864,_U _U _U Ty has tested it and found that OxyContin and guns do in fact mix #gunsense
9421,m,1201451150156947457,"_U _U Hopefully she’ll get run over by a bus, or even better, die because she can’t afford rehab because her pre-existing OxyContin dependence may soon no longer be covered, thanks to her Dear Leadet."
8142,a,1201040493188136960,...it turns out that i play fps games better when i'm on benzos. and people take adderall for performance enhancement.. pfft
3402,c,1199665488483274753,_U I’ve always said that instead of giving me Valium before going into surgery they should give it to my parents in the waiting room.  I had the easy part.
12957,m,1202458696049143808,have an itchy tongue?yes?you suffer from pica.this causes closing of the throat.try methadone
3114,a,1199609668953427969,"A bottle of everclear, a shotglass, 2 or 3 take-home methadone doses, a Bible of blotter, a backup bottle of addy, xanny, & gabby, a goodly amount of GHB, at least a carmex tinful of HQ G, ur Granny's used butt tampon, preserved in dry ice for sudden urges to get my sniff on..."
9807,a,1201535208836780034,Well I have like a week and a half of memes to catch up on so time to pop an adderall and figure out the origins of people eating tidepods.
10057,m,1201716790151303169,do you ever just need some food and a hug and some valium
769,c,1198751886050021376,"Ugh! They gave me Percocet Which is OxyContin, after my c section. Holy shit, that crap is NUTS. I finally realized on day 3 it was making me have hallucination dreams and gave me withdrawals after an hour of wearing off. Stopped it immediately and just did ibuprofen for pain."
13058,m,1202482881202966528,junkie ass lean fiends & xanax pill popping animals
12012,m,1202200838472699904,there should be a 4/20 but for adderall
131,m,1198297178382487552,so now _U is going to cover suboxone prescriptions. yay for increased drug dependencies
11811,m,1202158412915712000,"So. I might be opening a BIG ol' can of worms here, but I'd like info about tramadol, esp as relates to EDS and MCAS patients. Thinking about switching over from as-needed to a scheduled regimen."
3818,m,1199798607223939072,_U _U yeah cuz you're the one addicted to xanax smh madison you need to stop with the cans
2348,m,1199260350031503360,_U _U _U _U You need 4000mg+ to od on alprazolam alone lol
12886,m,1202442441556742144,_U or xanax or something wlah
8250,a,1201065259198566400,i'm the girl on bride wars that's taking xanax and eating ice cream while she finds out her two friends just got engaged 😃
7675,m,1200926408748544001,_U Perhaps popping a few Valium with a cup of chamomile tea would help you relax and think clearly.
8488,c,1201123676353110018,adderall had me trying to certify for level 2 rocketry when i barely got certified for level 1 and haven't even started a level 2 rocket smh
4372,u,1199953375594532864,I feel lyrica not just cause i like her her and a1 are married their supposed to be a team #lhhhollywood
11875,a,1202165574110982144,_U Yeah I’m looking forward to trying morphine seems fun
518,m,1198471213468856321,"Opioid 45 billion ? 40 for ""listeners"" 4 for methadone 1 for orange juice Same as the 70s,same results"
10083,m,1201719329626218496,_U hopefully she refills her ativan prescription real soon...
5840,c,1200469343336902658,"Triliptal, Effexor, Seriquil, Remron, but the concation is rong some how, i must add to and take away"
3616,m,1199759740911394817,_U i can't. wish i would got a valium for the road lol
9103,m,1201376073889529856,_U _U how many xanax you have
8577,c,1201141405097320448,I need adderall right tf now
11093,a,1201957139339759617,mixing coffee and vyvanse has me jumping off the walls #badidea
5737,m,1200438817351708673,_U _U has agreed to screen all inmates within 24 hours of booking and provide full access to MAT continuation and induction with no time limits (buprenorphine by July 1 and methadone by the end of the year). A bill is expected to pass requiring the same by statute.
9021,m,1201354366592192512,_U Fingers crossed. Hopefully he was generous with the oxycontin dosing and presumably you can just top up with oxynorm.
1385,m,1199067552971923458,"heard in the millis high school hallway: ""last night i had a dream i was doing oxycontin with my dad""  ...i love high school"
1887,m,1199162540573495297,"I think most Docs aim to do no harm Kim. Docs in NZ like most western countries dont get more $$s by producing lots of scripts, U pay for time I think drugs with deceptive names like oxycodone sound like a type of strong codeine not morphine & they worked so were used then Oh No!"
